close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,stock_code,volume
1954.5,2024-03-01 09:15:00,NFO,28-MAR-2024,1955.4,1939.05,1947.8,12078850,Futures,MAHMAH,74200
1957.1,2024-03-01 09:16:00,NFO,28-MAR-2024,1961.95,1955.25,1955.25,12078850,Futures,MAHMAH,40250
1961.45,2024-03-01 09:17:00,NFO,28-MAR-2024,1962.0,1955.8,1957.8,12078850,Futures,MAHMAH,25900
1972.9,2024-03-01 09:18:00,NFO,28-MAR-2024,1972.9,1959.65,1961.45,12063800,Futures,MAHMAH,61600
1972.45,2024-03-01 09:19:00,NFO,28-MAR-2024,1975.45,1969.0,1972.1,12063800,Futures,MAHMAH,71400
1973.45,2024-03-01 09:20:00,NFO,28-MAR-2024,1977.3,1971.0,1971.0,12063800,Futures,MAHMAH,57400
1969.0,2024-03-01 09:21:00,NFO,28-MAR-2024,1974.8,1968.1,1973.45,12097050,Futures,MAHMAH,45150
1971.25,2024-03-01 09:22:00,NFO,28-MAR-2024,1971.9,1965.45,1969.0,12097050,Futures,MAHMAH,44450
1970.1,2024-03-01 09:23:00,NFO,28-MAR-2024,1974.0,1970.0,1971.25,12097050,Futures,MAHMAH,28700
1978.55,2024-03-01 09:24:00,NFO,28-MAR-2024,1978.6,1969.75,1970.1,12113850,Futures,MAHMAH,53550
1976.95,2024-03-01 09:25:00,NFO,28-MAR-2024,1978.65,1974.15,1978.5,12113850,Futures,MAHMAH,59150
1975.25,2024-03-01 09:26:00,NFO,28-MAR-2024,1977.3,1974.0,1975.7,12113850,Futures,MAHMAH,35700
1973.5,2024-03-01 09:27:00,NFO,28-MAR-2024,1978.65,1973.4,1975.3,12183150,Futures,MAHMAH,45500
1969.95,2024-03-01 09:28:00,NFO,28-MAR-2024,1974.25,1968.7,1973.25,12183150,Futures,MAHMAH,53200
1970.05,2024-03-01 09:29:00,NFO,28-MAR-2024,1972.95,1968.55,1969.95,12183150,Futures,MAHMAH,45850
1972.3,2024-03-01 09:30:00,NFO,28-MAR-2024,1972.3,1969.05,1970.05,12232850,Futures,MAHMAH,29400
1968.55,2024-03-01 09:31:00,NFO,28-MAR-2024,1971.95,1968.55,1971.95,12232850,Futures,MAHMAH,24850
1968.85,2024-03-01 09:32:00,NFO,28-MAR-2024,1968.9,1967.4,1968.9,12232850,Futures,MAHMAH,15400
1966.6,2024-03-01 09:33:00,NFO,28-MAR-2024,1969.4,1966.05,1968.85,12253500,Futures,MAHMAH,26250
1971.0,2024-03-01 09:34:00,NFO,28-MAR-2024,1971.0,1966.35,1966.35,12253500,Futures,MAHMAH,25200
1968.7,2024-03-01 09:35:00,NFO,28-MAR-2024,1970.65,1968.0,1970.1,12253500,Futures,MAHMAH,19600
1973.95,2024-03-01 09:36:00,NFO,28-MAR-2024,1973.95,1968.7,1968.7,12278700,Futures,MAHMAH,26250
1971.8,2024-03-01 09:37:00,NFO,28-MAR-2024,1973.95,1970.6,1973.95,12278700,Futures,MAHMAH,22750
1970.5,2024-03-01 09:38:00,NFO,28-MAR-2024,1972.95,1970.2,1971.9,12278700,Futures,MAHMAH,19950
1966.05,2024-03-01 09:39:00,NFO,28-MAR-2024,1971.15,1965.85,1970.5,12313700,Futures,MAHMAH,30100
1965.9,2024-03-01 09:40:00,NFO,28-MAR-2024,1967.3,1965.7,1966.05,12313700,Futures,MAHMAH,15750
1964.85,2024-03-01 09:41:00,NFO,28-MAR-2024,1965.9,1963.3,1965.9,12313700,Futures,MAHMAH,27650
1966.45,2024-03-01 09:42:00,NFO,28-MAR-2024,1966.45,1962.45,1964.15,12330150,Futures,MAHMAH,14700
1968.95,2024-03-01 09:43:00,NFO,28-MAR-2024,1969.0,1965.45,1966.45,12330150,Futures,MAHMAH,20300
1968.9,2024-03-01 09:44:00,NFO,28-MAR-2024,1969.9,1968.1,1969.0,12330150,Futures,MAHMAH,15050
1970.75,2024-03-01 09:45:00,NFO,28-MAR-2024,1972.0,1968.9,1968.9,12359900,Futures,MAHMAH,28350
1964.45,2024-03-01 09:46:00,NFO,28-MAR-2024,1970.75,1963.8,1970.75,12359900,Futures,MAHMAH,19250
1962.95,2024-03-01 09:47:00,NFO,28-MAR-2024,1964.95,1961.0,1964.95,12359900,Futures,MAHMAH,23450
1963.4,2024-03-01 09:48:00,NFO,28-MAR-2024,1964.55,1961.25,1961.25,12378800,Futures,MAHMAH,22750
1967.65,2024-03-01 09:49:00,NFO,28-MAR-2024,1967.65,1962.45,1963.4,12378800,Futures,MAHMAH,22050
1961.45,2024-03-01 09:50:00,NFO,28-MAR-2024,1968.2,1961.45,1967.1,12378800,Futures,MAHMAH,22750
1963.55,2024-03-01 09:51:00,NFO,28-MAR-2024,1965.0,1961.45,1961.45,12403300,Futures,MAHMAH,8050
1962.65,2024-03-01 09:52:00,NFO,28-MAR-2024,1963.55,1961.65,1963.55,12403300,Futures,MAHMAH,11200
1962.2,2024-03-01 09:53:00,NFO,28-MAR-2024,1963.4,1962.05,1962.65,12403300,Futures,MAHMAH,2800
1962.9,2024-03-01 09:54:00,NFO,28-MAR-2024,1964.25,1962.2,1962.2,12414850,Futures,MAHMAH,10500
1962.05,2024-03-01 09:55:00,NFO,28-MAR-2024,1964.5,1960.85,1962.9,12414850,Futures,MAHMAH,12600
1960.25,2024-03-01 09:56:00,NFO,28-MAR-2024,1962.05,1958.75,1962.05,12414850,Futures,MAHMAH,15750
1959.85,2024-03-01 09:57:00,NFO,28-MAR-2024,1962.95,1958.0,1960.25,12435850,Futures,MAHMAH,74200
1960.0,2024-03-01 09:58:00,NFO,28-MAR-2024,1961.0,1957.8,1959.0,12435850,Futures,MAHMAH,44450
1959.8,2024-03-01 09:59:00,NFO,28-MAR-2024,1962.0,1959.2,1960.0,12435850,Futures,MAHMAH,23450
1961.7,2024-03-01 10:00:00,NFO,28-MAR-2024,1961.9,1958.4,1959.8,12465250,Futures,MAHMAH,24150
1964.75,2024-03-01 10:01:00,NFO,28-MAR-2024,1964.8,1961.45,1962.0,12465250,Futures,MAHMAH,37100
1963.0,2024-03-01 10:02:00,NFO,28-MAR-2024,1964.95,1962.1,1964.95,12465250,Futures,MAHMAH,29750
1957.45,2024-03-01 10:03:00,NFO,28-MAR-2024,1963.5,1957.45,1963.0,12512850,Futures,MAHMAH,33950
1957.15,2024-03-01 10:04:00,NFO,28-MAR-2024,1958.55,1956.65,1956.65,12512850,Futures,MAHMAH,24150
1957.95,2024-03-01 10:05:00,NFO,28-MAR-2024,1958.75,1956.65,1958.05,12512850,Futures,MAHMAH,14350
1958.35,2024-03-01 10:06:00,NFO,28-MAR-2024,1958.95,1956.6,1957.95,12541900,Futures,MAHMAH,25200
1960.2,2024-03-01 10:07:00,NFO,28-MAR-2024,1960.2,1958.15,1958.35,12541900,Futures,MAHMAH,9800
1958.7,2024-03-01 10:08:00,NFO,28-MAR-2024,1961.6,1958.7,1960.5,12541900,Futures,MAHMAH,18550
1958.65,2024-03-01 10:09:00,NFO,28-MAR-2024,1961.25,1958.35,1958.7,12556600,Futures,MAHMAH,23800
1957.65,2024-03-01 10:10:00,NFO,28-MAR-2024,1958.55,1955.65,1958.55,12556600,Futures,MAHMAH,18550
