close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,stock_code,volume
11467.8,2024-03-01 09:15:00,NFO,28-MAR-2024,11470.0,11359.1,11359.1,2549250,Futures,MARUTI,9700
11472.8,2024-03-01 09:16:00,NFO,28-MAR-2024,11482.7,11457.05,11467.8,2549250,Futures,MARUTI,17300
11454.45,2024-03-01 09:17:00,NFO,28-MAR-2024,11469.95,11452.95,11469.95,2549250,Futures,MARUTI,4150
11483.25,2024-03-01 09:18:00,NFO,28-MAR-2024,11486.05,11445.25,11450.5,2549500,Futures,MARUTI,4150
11475.0,2024-03-01 09:19:00,NFO,28-MAR-2024,11484.75,11470.95,11483.25,2549500,Futures,MARUTI,2150
11478.35,2024-03-01 09:20:00,NFO,28-MAR-2024,11494.95,11475.0,11475.0,2549500,Futures,MARUTI,3150
11447.3,2024-03-01 09:21:00,NFO,28-MAR-2024,11478.35,11447.3,11478.35,2551000,Futures,MARUTI,4900
11455.9,2024-03-01 09:22:00,NFO,28-MAR-2024,11459.95,11435.9,11447.3,2551000,Futures,MARUTI,1400
11439.1,2024-03-01 09:23:00,NFO,28-MAR-2024,11463.55,11439.1,11455.9,2551000,Futures,MARUTI,2650
11457.2,2024-03-01 09:24:00,NFO,28-MAR-2024,11457.2,11435.0,11439.1,2551350,Futures,MARUTI,3550
11447.55,2024-03-01 09:25:00,NFO,28-MAR-2024,11458.1,11445.0,11457.2,2551350,Futures,MARUTI,2400
11432.0,2024-03-01 09:26:00,NFO,28-MAR-2024,11440.95,11422.5,11432.95,2551350,Futures,MARUTI,5400
11437.85,2024-03-01 09:27:00,NFO,28-MAR-2024,11449.15,11423.25,11432.0,2552150,Futures,MARUTI,3700
11437.35,2024-03-01 09:28:00,NFO,28-MAR-2024,11444.55,11432.4,11437.85,2552150,Futures,MARUTI,1900
11426.35,2024-03-01 09:29:00,NFO,28-MAR-2024,11437.35,11422.0,11437.35,2552150,Futures,MARUTI,3000
11438.65,2024-03-01 09:30:00,NFO,28-MAR-2024,11444.45,11421.0,11426.35,2551900,Futures,MARUTI,3050
11432.45,2024-03-01 09:31:00,NFO,28-MAR-2024,11448.65,11427.9,11442.6,2551900,Futures,MARUTI,1200
11430.35,2024-03-01 09:32:00,NFO,28-MAR-2024,11443.45,11430.0,11432.45,2551900,Futures,MARUTI,1350
11438.45,2024-03-01 09:33:00,NFO,28-MAR-2024,11440.5,11430.35,11430.35,2551650,Futures,MARUTI,1150
11433.75,2024-03-01 09:34:00,NFO,28-MAR-2024,11445.95,11433.75,11438.35,2551650,Futures,MARUTI,2150
11433.55,2024-03-01 09:35:00,NFO,28-MAR-2024,11435.3,11427.75,11433.75,2551650,Futures,MARUTI,1400
11440.4,2024-03-01 09:36:00,NFO,28-MAR-2024,11441.95,11433.55,11433.55,2552050,Futures,MARUTI,1150
11435.15,2024-03-01 09:37:00,NFO,28-MAR-2024,11443.75,11435.15,11439.85,2552050,Futures,MARUTI,650
11450.1,2024-03-01 09:38:00,NFO,28-MAR-2024,11454.5,11436.25,11436.25,2552050,Futures,MARUTI,1600
11446.3,2024-03-01 09:39:00,NFO,28-MAR-2024,11452.55,11436.7,11450.1,2552350,Futures,MARUTI,850
11450.0,2024-03-01 09:40:00,NFO,28-MAR-2024,11451.2,11446.05,11448.4,2552350,Futures,MARUTI,1800
11432.4,2024-03-01 09:41:00,NFO,28-MAR-2024,11447.0,11428.7,11445.0,2552350,Futures,MARUTI,1750
